"Accession","Coefficient_crp","P_Value_crp","R_Squared_crp","Q_Value_crp","Coefficient_uvascore","P_Value_uvascore","R_Squared_uvascore","Q_Value_uvascore","Coefficient_wbc","P_Value_wbc","R_Squared_wbc","Q_Value_wbc"
"ABI1_HUMAN",-18.9423364392751,0.658510512432831,0.00638314835011053,0.783378292848156,-0.0201923653499901,0.978595953606164,2.28478656978106e-05,0.986365007164795,2.90551406248005,0.0852001429331697,0.0925484960002966,0.410779343422567
"ABRAL_HUMAN",-12.1140375090665,0.855210470243527,0.00109095770009935,0.905311949651578,0.255415057750959,0.832889045526628,0.00141215602425402,0.893517520188091,8.79247433874441,0.000259145655768951,0.354166809170861,0.00579037282460087
"ABRX2_HUMAN",-34.4287790711281,0.354093954660827,0.0277577374589758,0.546898461289601,-0.214288800433294,0.753278980873355,0.00313106926411479,0.833944444461818,-1.70466646661701,0.252964517671553,0.0419348614090225,0.676431945490019
"ACAD8_HUMAN",-63.2622210546218,0.0465036434604651,0.121818839929565,0.198516607169082,-0.612919243579862,0.300269599667748,0.0334841273534814,0.452472971798101,-1.57721960825447,0.227286213106297,0.0466622289218127,0.648764767630337
"ACADM_HUMAN",56.4021460012653,0.087503556087559,0.0912660039456287,0.260194288742111,0.168961217535433,0.700056295329234,0.00469983209420593,0.794493163131703,0.891048278380692,0.511386283060283,0.014037048660477,0.881876096430928
"ACAP1_HUMAN",38.4791046024364,0.0661681393165461,0.104742703871587,0.228919476477999,0.375959201394916,0.291762093996734,0.0346637111937905,0.443279690657198,0.381853485383501,0.659179296919902,0.00635657154637201,0.930030254354017
"ACBP_HUMAN",-10.6433466330156,0.860301953983044,0.00101483581426178,0.908926048714292,1.24740183218591,0.25300689959689,0.0406243931973725,0.406925957710787,1.51082529896754,0.533961080166199,0.0126015342858224,0.889094589862982
"ACES_HUMAN",-41.9725914880191,0.423186064618382,0.0208081926231293,0.614951498095802,-2.31228618628953,0.0101039061040139,0.189385324194236,0.06343177306387,-0.445736136643677,0.833582986959022,0.00144615231034713,0.959128154430148
"ACLY_HUMAN",-144.070244069362,0.0233489938099927,0.155102792691435,0.139824810193559,-1.49924613317961,0.207234292335105,0.0492335941464674,0.360664036409001,-0.631038167211581,0.812953148723477,0.00183374036431057,0.95487990442229
"ACOHC_HUMAN",-34.1494229282433,0.335734845219298,0.029919905669174,0.530537648947301,-0.131301971156019,0.839438602917218,0.00130220637652225,0.898957835415279,0.364108455806526,0.800271705303157,0.00209609309425944,0.952536477723515
"ACPH_HUMAN",-126.543753885166,0.0357584835727876,0.134541521688206,0.174427532545194,-2.87993964522117,0.00679749176030759,0.207419917023851,0.0523098111718703,-1.35066438007812,0.590541223511794,0.00944550881498663,0.913766062322358
"ACSL4_HUMAN",-36.1490231852067,0.266741750298006,0.0396260533496345,0.463840466208583,-0.996313962597174,0.0883070375967835,0.0880757425678131,0.215491751080301,0.122894859165213,0.926068023854156,0.000282234873896153,0.985729829691364
"ACSL6_HUMAN",11.4591636461677,0.792234477444351,0.00227201730888147,0.864634056790631,0.19202099884928,0.801875666371374,0.00199651051734058,0.87240713859671,0.153563441725794,0.93020728872506,0.000251441537001588,0.987721382713681
"ACSM4_HUMAN",-69.7444141813145,0.0478366574465593,0.120449576898901,0.199086949076741,-1.38147490158355,0.0301564137457335,0.138576809153711,0.116046347710434,-0.589999596919344,0.68689612135453,0.00531184511359309,0.941882287223223
"ACTB_HUMAN;ACTG_HUMAN",-28.5440715164089,0.773506270467638,0.00271148366002824,0.855881805128728,0.74309529562745,0.635607172802469,0.00710174345067978,0.744527454951258,15.3875720156115,6.63557709886864e-06,0.485591306431529,0.000293377217264873
"ACTC_HUMAN",50.6831407778999,0.187009345960413,0.0554726049355765,0.382109558412721,0.613403564942686,0.364200855000484,0.0257955438850876,0.512327998053631,3.16091923265521,0.0369435870503632,0.132963939679792,0.260233131832728
"ACTN1_HUMAN",-61.7951906379253,0.11340321477676,0.0788647134422309,0.294749071443629,-0.640154740679654,0.368815770026865,0.0253098023421473,0.516789730354568,3.72641320598683,0.0148536160171614,0.176730275066777,0.141586303136061
"ACTN4_HUMAN",57.5413628991514,0.127476067663286,0.0733181280667897,0.313485524975514,1.7931728464603,0.00590072276760407,0.213796841494166,0.0484652249449852,2.71409312708019,0.0722101177565967,0.100520843978518,0.37311525745948
"ACTY_HUMAN",-12.8025859837676,0.719406661024715,0.00422200792300573,0.824559868510402,-0.113690805982284,0.86108975898984,0.000971483229615624,0.910144719827512,1.52919445763404,0.28273145812114,0.0371197145584537,0.706998760500275
"ACTZ_HUMAN",-116.937901181688,0.0018840764604268,0.271316165117479,0.0444898964178057,-1.57741355310842,0.0257224001011931,0.146039607381557,0.107116527876311,-0.535761116109045,0.743300042512425,0.00350964360815593,0.950184139765484
"ACYP1_HUMAN",-71.5067934474534,0.180673748961414,0.0570517758559568,0.375064985356462,0.328249913042658,0.733322615499668,0.00367790199689901,0.820153065128262,2.05265756909884,0.343634884130044,0.0289709759853262,0.768331136720221
"ADA_HUMAN",-34.8006424441587,0.321909515486938,0.0316521015840371,0.517886528363496,0.557117509463007,0.383867126232971,0.0237812662288659,0.529665264483475,1.54438342247421,0.274331280746065,0.0384143816205905,0.698192278643217
"ADA2_HUMAN",43.0973116148297,0.123171301495854,0.0749431564959626,0.307632168880269,0.986384492866052,0.0503924251625905,0.114409131722816,0.154220117066072,-0.512059430102976,0.655099985010204,0.00651970452858839,0.930030254354017
"ADDA_HUMAN",-107.580612228609,0.0557948811931739,0.112994659804336,0.21352074239303,-2.11602008344957,0.0370640308083845,0.128877177123961,0.129661710471083,-0.050435769707218,0.982761542827227,1.5304627298692e-05,0.994669212029067
"ADDB_HUMAN",-108.218630462598,0.0481527734306641,0.120130461131673,0.199325623882311,-2.17987957480124,0.026823139320709,0.144075001385407,0.108864225602409,-0.304717437754046,0.89353964989861,0.000586947488702997,0.981303771122431
"ADDG_HUMAN",-2.49204503043134,0.959414204708022,8.48918860881335e-05,0.980650623405445,0.103178329397972,0.907828327454713,0.000425398279060166,0.938777832937811,2.95471491459738,0.126871075222485,0.0735429651615274,0.508953850023791
"ADH4_HUMAN",-75.1610856235787,0.0385073882357825,0.130957335436136,0.17950468638085,-2.22223392483281,0.00019605216909422,0.355938233248788,0.0113380590129137,-1.06735447219381,0.479260933005634,0.0162748369154784,0.857060429247596
"ADHX_HUMAN",-91.7496452138086,0.00669867445655355,0.214110362124492,0.079999112188036,-1.18048011506302,0.0637263855043843,0.10336121007802,0.1774824188731,-0.0876261561177994,0.951683824580884,0.000120351630061473,0.987840602967421
"ADIPO_HUMAN",-6.86445151659102,0.829347122217498,0.00152181524458375,0.890052952524957,0.158672543425598,0.766666095737333,0.00279109376496176,0.842927061874169,-3.17890300992364,0.00885561661687896,0.201122360442904,0.0963453996328506
"ADK_HUMAN",-73.0335246957274,0.0574371324542829,0.111589924880159,0.216970149632984,-2.28982076810403,0.000304067776036742,0.338902714753588,0.0131636008042573,-1.02913023490487,0.517238210155146,0.0136545280748731,0.882613311113143
"ADPRS_HUMAN",-46.5160582650473,0.189886697206968,0.0547749664856222,0.385713154248366,-1.88468016198257,0.00186887329264279,0.26431271215592,0.0271574734413407,-0.0699082814726593,0.961536067682666,7.62410935902112e-05,0.990663083634782
"ADRM1_HUMAN",48.6620520436445,0.193129345631572,0.0540027745507242,0.389255848906311,1.75567494600369,0.00716914038326331,0.205012121156666,0.0529659579530895,1.8149670584374,0.229171716606695,0.0462943814541068,0.65171334134043
"ADSSP_HUMAN",-123.060917108669,0.00779942944236058,0.207047886864494,0.086371932687945,-1.20791700940302,0.165756563472287,0.0591472422591419,0.313985541381416,-0.308929108921281,0.875524073759492,0.000804088270909715,0.976448416921782
"ADT2_HUMAN",60.593050334611,0.0901531007264659,0.089833121643167,0.264976157439316,1.23719380852278,0.0482450476506141,0.116460292185981,0.150983748521048,4.28099150465259,0.00167980074014043,0.276334524141365,0.0252943908551581
"ADT3_HUMAN",31.8987038373275,0.36337789203851,0.0267199397151325,0.558092579198834,0.217861143527024,0.73006327775462,0.00377185140069081,0.81778855470206,4.36336258241,0.00080027685463304,0.308097066445179,0.0146233078245948
"AFAM_HUMAN",-57.2268999182998,0.0538205213283959,0.114739590568436,0.209044940785807,-1.89484844749836,6.00432697074919e-05,0.399950891427013,0.00834503217369735,-1.64392549821194,0.175647496507348,0.0583489002577184,0.585867572620015
"AGFG1_HUMAN",-92.8519911206017,0.142519121301398,0.0680661854527092,0.329793690494772,-0.482218061578915,0.680346790804898,0.00537323102773185,0.77822082008668,-1.80017229947713,0.486264160656021,0.0157664048960488,0.863492762178194
"AGO2_HUMAN",-116.467777984799,0.0331539555400488,0.138198692513189,0.167218251485974,-1.7356272130671,0.0800447224262307,0.0926662170558041,0.203539519954858,-0.330348304831758,0.885031576930017,0.000685160118033137,0.979237088402336
"AGRV1_HUMAN",18.5668189973202,0.286187811969625,0.0366005487848425,0.483101765453194,-0.0990158918865461,0.756184321565676,0.00305547533339546,0.835380659337308,-0.757951588056498,0.279656410211277,0.0375881611718698,0.703542397601736
"AHNK_HUMAN",66.8981825657615,0.0114487901712203,0.189059704098088,0.102045474781887,0.898656258282298,0.0608713156926953,0.105516395817848,0.174302513063038,0.0713378468074789,0.949309795259477,0.000132484748236184,0.987840602967421
"AHSA1_HUMAN",-106.302986719442,0.0641423777056313,0.106246335691412,0.227076068239712,0.420780541516525,0.688795108162346,0.00507822250201029,0.785574223249921,-1.54712830182126,0.513949932940556,0.0138685560071934,0.881910653037783
"AHSP_HUMAN",-57.4200316417006,0.0268018582381621,0.148464964822969,0.15258701758603,-0.49119310267633,0.22858119445529,0.0449700919201525,0.381908222461285,-0.814755576481718,0.451388620675161,0.0184207523511741,0.846008560063993
"AIDA_HUMAN",-80.7250166794519,0.0419340334854645,0.126829445867273,0.187799399962921,-1.47268859444946,0.0390419074762166,0.126429596525461,0.134974611339479,-0.526204460615253,0.750069033529501,0.00332099647478811,0.950184139765484
"AIMP1_HUMAN",3.5638996974999,0.807339046248997,0.00194759881019774,0.876057722248259,0.377966404524297,0.148242879223822,0.06418981952952,0.295348708559063,0.445613907981332,0.447165394968789,0.0187638341292905,0.846008560063993
"AK1A1_HUMAN",-192.17199134023,0.000874078150165866,0.30437888184809,0.0317145181287493,-2.96764762309472,0.00422264215688888,0.228744440997277,0.040812327451233,-0.738600857860291,0.771106221956275,0.00277082761825343,0.950184139765484
"AK1C3_HUMAN;AK1C1_HUMAN",-7.75472492781925,0.769570904930582,0.0028091543243741,0.854256592118456,0.106811412882144,0.824923539993107,0.00155214851700055,0.887463367144047,-0.0162231085295921,0.987870678989212,7.57646300134859e-06,0.995150188452785
"AKA11_HUMAN",9.37102605938336,0.463730468150915,0.0174457225163711,0.6481104621325,-0.0451459591052715,0.84346962502541,0.00123683599859511,0.899378764426069,0.454327151888473,0.376903643366462,0.0252701377795655,0.798121900779446
"AKCL2_HUMAN",-139.053579112079,0.00116817879760219,0.292038148663117,0.0356981697267257,-2.71880368729809,0.000122364355365564,0.373804870978335,0.00993341955193213,-2.79580765508758,0.129012814476344,0.0727520739900573,0.512418611744191
"AL1A1_HUMAN",-110.807039388434,0.00883419728111382,0.201235598009954,0.0918464401053817,-2.29186443664215,0.00219717484831895,0.257349796848211,0.0294752553051802,0.0685547881378396,0.969645706273615,4.74680343638618e-05,0.991049782658198
"AL4A1_HUMAN",-60.8006794774847,0.00910644292789795,0.199815639741553,0.0919923949617821,-1.3316030402898,0.00107621781102471,0.287675683960711,0.0225014597521816,0.128663559724645,0.896794615088138,0.000551415911595308,0.982361207249947
"AL5AP_HUMAN",23.4858031435929,0.523035825840864,0.0132828205324667,0.69139214128328,-0.0300912958097788,0.963240926522011,6.74181015713541e-05,0.976873911816856,5.9450216525766,1.89467330439127e-06,0.524495672813816,0.000123035347703908
"AL9A1_HUMAN",-9.6828843676297,0.655998933404833,0.00648354421098058,0.781183830152002,-0.17336604987675,0.661886839210114,0.0060519009830372,0.767068683534686,0.399928441732841,0.647846023471668,0.00681589864034986,0.930030254354017
